AuthorId,RecipeId,Rating,Like,TestSetId
159645A,410281,2,NA,13768
2000411640E,2886,NA,NA,13769
1271102A,215638,2,NA,13770
1803390C,45069,NA,NA,13771
1469275B,25806,2,NA,13772
1469275B,57062,2,NA,13773
1469275B,148408,2,NA,13774
1469275B,32503,NA,NA,13775
33233D,109000,NA,NA,13776
2002319758A,9280,2,NA,13777
2000993896B,306392,2,NA,13778
2002120814E,18888,NA,NA,13779
2000102531C,23052,NA,NA,13780
2000047227D,23821,2,NA,13781
396033D,46262,2,NA,13782
713230A,41593,NA,NA,13783
2674677D,223724,2,NA,13784
1800311674D,368771,NA,NA,13785
1135686D,5000,NA,NA,13786
559791B,312074,2,NA,13787
1377970B,326866,NA,NA,13788
611055B,404879,2,NA,13789
1626683E,274546,NA,NA,13790
1626683E,108105,2,NA,13791
1626683E,30081,2,NA,13792
1626683E,24796,NA,NA,13793
1626683E,62480,2,NA,13794
1626683E,69214,NA,NA,13795
1626683E,216227,2,NA,13796
30080B,100793,NA,NA,13797
1434308D,90685,NA,NA,13798
455408C,48241,2,NA,13799
455408C,388457,2,NA,13800
1901638E,71664,NA,NA,13801
118639B,19046,2,NA,13802
1112585E,69344,NA,NA,13803
2001777982A,511805,NA,NA,13804
2001777982A,270618,NA,NA,13805
2001777982A,135802,2,NA,13806
1558517C,89105,NA,NA,13807
1558517C,32147,NA,NA,13808
1558517C,54257,NA,NA,13809
1558517C,20457,2,NA,13810
413019B,182471,2,NA,13811
413019B,205639,NA,NA,13812
413019B,158148,NA,NA,13813
413019B,25739,NA,NA,13814
489243C,57629,2,NA,13815
489243C,28008,2,NA,13816
109210B,146414,NA,NA,13817
1706149B,268841,NA,NA,13818
626213C,109211,2,NA,13819
1533084A,398422,NA,NA,13820
1533084A,129926,2,NA,13821
342459B,512753,2,NA,13822
2833671E,434543,NA,NA,13823
231814B,17204,2,NA,13824
1803033895C,237008,2,NA,13825
2359433A,38953,2,NA,13826
2359433A,36431,2,NA,13827
2359433A,113064,2,NA,13828
2359433A,12360,2,NA,13829
2000010964B,98370,2,NA,13830
1076950D,29636,NA,NA,13831
28316E,206081,2,NA,13832
627651A,11389,NA,NA,13833
2002504846C,49003,NA,NA,13834
2002504846C,27193,NA,NA,13835
2002504846C,25723,2,NA,13836
820647D,399180,2,NA,13837
575817B,25885,NA,NA,13838
575817B,47026,NA,NA,13839
575817B,19151,NA,NA,13840
1365418A,147154,2,NA,13841
1365418A,255239,NA,NA,13842
2000524084C,12177,NA,NA,13843
1283666E,16570,2,NA,13844
770609A,54875,NA,NA,13845
770609A,115889,2,NA,13846
119655B,247715,2,NA,13847
119655B,242804,2,NA,13848
119655B,37374,NA,NA,13849
119655B,106715,NA,NA,13850
119655B,261889,NA,NA,13851
119655B,232373,2,NA,13852
119655B,37023,2,NA,13853
119655B,400051,NA,NA,13854
119655B,8060,2,NA,13855
119655B,35326,2,NA,13856
119655B,90932,NA,NA,13857
156760C,33919,2,NA,13858
517673D,153642,2,NA,13859
1142868D,12895,NA,NA,13860
2000427656A,16588,2,NA,13861
2000427656A,50302,2,NA,13862
2000427656A,70088,2,NA,13863
350264B,77800,2,NA,13864
350264B,67013,NA,NA,13865
2001798299E,153855,2,NA,13866
1658706D,120381,NA,NA,13867
642850B,162213,2,NA,13868
376026C,64927,NA,NA,13869
376026C,34597,2,NA,13870
376026C,58861,NA,NA,13871
376026C,83646,NA,NA,13872
376026C,78029,2,NA,13873
710757A,50428,2,NA,13874
710757A,5029,2,NA,13875
710757A,293515,2,NA,13876
710757A,316045,2,NA,13877
2749525E,186876,2,NA,13878
2608992B,317805,NA,NA,13879
9847417A,10224,NA,NA,13880
2001810945D,430124,NA,NA,13881
2001810945D,37413,NA,NA,13882
92968C,63262,2,NA,13883
92968C,194504,NA,NA,13884
92968C,10468,NA,NA,13885
92968C,391393,NA,NA,13886
92968C,32898,2,NA,13887
92968C,83008,NA,NA,13888
92968C,133061,NA,NA,13889
92968C,20599,2,NA,13890
2002221438D,107477,2,NA,13891
2002221438D,68406,2,NA,13892
2002221438D,12187,NA,NA,13893
2002221438D,50453,NA,NA,13894
2002598614E,57313,2,NA,13895
2002598614E,9370,2,NA,13896
2002598614E,366148,2,NA,13897
2002598614E,182002,NA,NA,13898
813945E,59967,NA,NA,13899
2001939519E,45069,2,NA,13900
8396B,23687,2,NA,13901
1783219A,64854,NA,NA,13902
2002415946E,384800,2,NA,13903
188669D,155251,NA,NA,13904
2002112026A,33645,2,NA,13905
2001640433A,22015,NA,NA,13906
2001640433A,26210,2,NA,13907
2671254B,156833,2,NA,13908
2671254B,256206,NA,NA,13909
2671254B,361341,2,NA,13910
2002280952C,118885,NA,NA,13911
1832756A,84320,2,NA,13912
2001662795E,1253,2,NA,13913
2001662795E,96988,2,NA,13914
2001662795E,61800,2,NA,13915
2001662795E,95911,2,NA,13916
546894D,129168,2,NA,13917
546894D,77758,2,NA,13918
546894D,227610,2,NA,13919
546894D,24550,2,NA,13920
2828192B,218485,2,NA,13921
2002126464A,182465,2,NA,13922
554857D,169813,NA,NA,13923
2734516A,21363,2,NA,13924
1802452723D,215414,2,NA,13925
2000365192E,266161,2,NA,13926
1858424C,49002,2,NA,13927
90788E,202023,NA,NA,13928
1040181C,39013,2,NA,13929
2001563789B,32944,NA,NA,13930
302584A,272698,NA,NA,13931
302584A,11912,2,NA,13932
343886B,130770,NA,NA,13933
440112A,530300,NA,NA,13934
440112A,389831,2,NA,13935
440112A,30946,NA,NA,13936
1153990A,180050,NA,NA,13937
1153990A,25730,NA,NA,13938
1153990A,241181,2,NA,13939
2001515362A,9272,2,NA,13940
594566E,395854,NA,NA,13941
594566E,349246,NA,NA,13942
594566E,67132,NA,NA,13943
594566E,400445,2,NA,13944
594566E,57900,NA,NA,13945
1801253004A,225791,2,NA,13946
1801253004A,308728,2,NA,13947
1801253004A,313392,NA,NA,13948
1801253004A,26967,NA,NA,13949
1801253004A,219150,NA,NA,13950
1801253004A,236658,2,NA,13951
1801253004A,133397,NA,NA,13952
1801253004A,29214,NA,NA,13953
1801253004A,58500,NA,NA,13954
1801253004A,100526,2,NA,13955
1801253004A,101442,2,NA,13956
1801253004A,177092,2,NA,13957
1801253004A,216350,2,NA,13958
531201B,8899,2,NA,13959
531201B,65627,NA,NA,13960
531201B,95632,NA,NA,13961
531201B,19453,2,NA,13962
531201B,106251,2,NA,13963
531201B,86076,2,NA,13964
531201B,56103,2,NA,13965
531201B,92016,NA,NA,13966
1337293C,3745,2,NA,13967
35959C,117941,NA,NA,13968
2002276353D,9970,2,NA,13969
1386752E,168529,NA,NA,13970
1733514B,20643,2,NA,13971
1577166D,217089,2,NA,13972
1577166D,67781,2,NA,13973
1577166D,213659,2,NA,13974
1577166D,25530,NA,NA,13975
558843E,77950,NA,NA,13976
2091119D,18268,NA,NA,13977
827811B,26110,NA,NA,13978
2002146650B,45348,2,NA,13979
2002146650B,445046,2,NA,13980
2002146650B,54029,2,NA,13981
734237E,79079,2,NA,13982
2001323763B,247577,2,NA,13983
1719592B,107072,2,NA,13984
1719592B,19862,NA,NA,13985
2002567850C,147910,2,NA,13986
729275B,113022,2,NA,13987
2001579203D,151630,2,NA,13988
2001545674B,499315,NA,NA,13989
2000260686D,485593,NA,NA,13990
2609558A,172550,2,NA,13991
1635615D,151871,NA,NA,13992
2001839907E,143653,NA,NA,13993
1802510781A,82934,2,NA,13994
2205792D,19649,NA,NA,13995
1547166B,87797,2,NA,13996
99227C,29451,2,NA,13997
99227C,99918,2,NA,13998
2240975A,92096,2,NA,13999
2240975A,78194,2,NA,14000
330642E,82944,NA,NA,14001
330642E,109338,2,NA,14002
2000005321D,104476,NA,NA,14003
2000005321D,28954,NA,NA,14004
2000005321D,82940,NA,NA,14005
2000005321D,68025,2,NA,14006
2000005321D,53996,2,NA,14007
2000005321D,14681,2,NA,14008
2000005321D,66763,2,NA,14009
2000005321D,87171,NA,NA,14010
2000005321D,179422,2,NA,14011
2000005321D,65266,NA,NA,14012
2000005321D,89260,2,NA,14013
2000005321D,48795,NA,NA,14014
2002427850C,78897,2,NA,14015
2002427850C,55807,2,NA,14016
2002427850C,9160,2,NA,14017
2002427850C,8768,NA,NA,14018
2002427850C,81585,2,NA,14019
2002427850C,68521,NA,NA,14020
2002427850C,30354,NA,NA,14021
2002427850C,51349,2,NA,14022
2002427850C,27237,NA,NA,14023
2002427850C,14710,NA,NA,14024
2002427850C,71467,NA,NA,14025
2002427850C,11661,2,NA,14026
2002427850C,266602,2,NA,14027
2002427850C,29002,2,NA,14028
2002427850C,29816,NA,NA,14029
2002427850C,57591,2,NA,14030
2002427850C,15414,2,NA,14031
2002427850C,58142,2,NA,14032
2002427850C,121478,2,NA,14033
2002427850C,43112,2,NA,14034
2002427850C,68201,2,NA,14035
626662A,76768,2,NA,14036
626662A,187956,2,NA,14037
626662A,55355,NA,NA,14038
2000472555E,104215,NA,NA,14039
2002187990E,154133,NA,NA,14040
603267B,374892,2,NA,14041
2001415461A,25592,NA,NA,14042
2001806579D,29413,NA,NA,14043
2001806579D,25754,2,NA,14044
2001806579D,52540,NA,NA,14045
2001806579D,11599,NA,NA,14046
2001806579D,132290,2,NA,14047
2234984A,413483,2,NA,14048
857412C,401982,2,NA,14049
857412C,81938,2,NA,14050
441521B,79555,2,NA,14051
1360142C,405150,2,NA,14052
2193374A,486981,NA,NA,14053
2193374A,288545,NA,NA,14054
2193374A,101933,2,NA,14055
2193374A,485009,NA,NA,14056
2193374A,273515,NA,NA,14057
2193374A,67256,2,NA,14058
2193374A,499341,2,NA,14059
2193374A,91270,2,NA,14060
2193374A,416698,2,NA,14061
2193374A,322655,2,NA,14062
2193374A,384090,2,NA,14063
2193374A,62363,2,NA,14064
2193374A,145064,NA,NA,14065
2193374A,229445,NA,NA,14066
2193374A,65640,2,NA,14067
2193374A,214854,2,NA,14068
2193374A,265701,2,NA,14069
2193374A,68082,NA,NA,14070
1979108E,183279,2,NA,14071
206568E,48029,NA,NA,14072
1640164E,286240,NA,NA,14073
2000816040B,8596,2,NA,14074
409105B,52528,2,NA,14075
1803691478A,27171,2,NA,14076
2002538301A,68684,2,NA,14077
889269A,8541,NA,NA,14078
146991B,123205,2,NA,14079
146991B,157717,NA,NA,14080
146991B,168015,NA,NA,14081
146991B,51538,NA,NA,14082
146991B,187755,NA,NA,14083
146991B,68842,2,NA,14084
146991B,107059,2,NA,14085
146991B,142037,NA,NA,14086
146991B,251151,NA,NA,14087
146991B,52508,2,NA,14088
146991B,203316,2,NA,14089
146991B,232685,NA,NA,14090
146991B,159579,2,NA,14091
146991B,198718,NA,NA,14092
1801895705C,82437,2,NA,14093
1801895705C,270248,2,NA,14094
1801895705C,136589,2,NA,14095
1801895705C,76470,2,NA,14096
1801895705C,29478,2,NA,14097
1801895705C,141789,2,NA,14098
1801895705C,60891,NA,NA,14099
1801895705C,4178,2,NA,14100
2001438609C,155186,2,NA,14101
1276493A,194512,2,NA,14102
605921C,123402,NA,NA,14103
1591801C,358533,2,NA,14104
1591801C,138647,NA,NA,14105
1591801C,12030,2,NA,14106
1591801C,341787,NA,NA,14107
306880E,86353,NA,NA,14108
2000177502D,380812,NA,NA,14109
2000207841A,77397,2,NA,14110
2000207841A,63689,NA,NA,14111
2000207841A,64149,2,NA,14112
2000207841A,120343,2,NA,14113
2000207841A,300575,2,NA,14114
1150114E,434275,NA,NA,14115
2368393E,373523,2,NA,14116
190464E,159349,NA,NA,14117
796179E,37336,2,NA,14118
1802864147D,284186,NA,NA,14119
1802448025D,109587,NA,NA,14120
1802448025D,32614,2,NA,14121
809982E,13388,NA,NA,14122
809982E,131058,NA,NA,14123
431861E,11119,2,NA,14124
1482402A,12877,2,NA,14125
1482402A,54225,NA,NA,14126
485022E,171410,2,NA,14127
116072B,270926,2,NA,14128
1389847E,12030,NA,NA,14129
1809140D,235535,2,NA,14130
2002210829B,317021,2,NA,14131
407309B,293748,2,NA,14132
407309B,314786,NA,NA,14133
407309B,237265,NA,NA,14134
407309B,295686,2,NA,14135
716378D,316066,2,NA,14136
472662E,373334,2,NA,14137
6295A,46877,NA,NA,14138
1434234C,34881,NA,NA,14139
1434234C,47188,NA,NA,14140
1434234C,27569,2,NA,14141
94557C,26370,2,NA,14142
1800173297E,132297,2,NA,14143
1800173297E,16902,NA,NA,14144
99653E,54752,2,NA,14145
2002076489D,98364,2,NA,14146
1880149C,53301,NA,NA,14147
23879C,76697,2,NA,14148
2001451953C,159788,NA,NA,14149
2000577563A,47712,NA,NA,14150
2000577563A,49881,NA,NA,14151
2000577563A,3470,2,NA,14152
10062098E,498955,2,NA,14153
1773993D,15411,2,NA,14154
1773993D,89204,2,NA,14155
2496367B,140464,NA,NA,14156
2001084879D,382256,NA,NA,14157
2002161877C,299587,2,NA,14158
2002161877C,302886,2,NA,14159
2002161877C,3745,2,NA,14160
2002161877C,195593,NA,NA,14161
2002161877C,61230,2,NA,14162
2002161877C,305794,NA,NA,14163
2002161877C,11530,2,NA,14164
2002161877C,105992,NA,NA,14165
2002161877C,222054,NA,NA,14166
2002161877C,286617,2,NA,14167
2002161877C,197195,2,NA,14168
2002161877C,92707,NA,NA,14169
2002161877C,36688,2,NA,14170
2002161877C,47188,2,NA,14171
2002161877C,15173,2,NA,14172
2002161877C,176749,NA,NA,14173
2002161877C,16687,NA,NA,14174
2002161877C,89523,2,NA,14175
2002161877C,196658,NA,NA,14176
2002161877C,8935,NA,NA,14177
2002161877C,141437,2,NA,14178
2002161877C,240520,2,NA,14179
2002161877C,71031,NA,NA,14180
2002161877C,86892,NA,NA,14181
2002161877C,57919,2,NA,14182
2002161877C,128949,NA,NA,14183
2002161877C,142068,2,NA,14184
2002161877C,33105,2,NA,14185
2002161877C,30146,NA,NA,14186
2002161877C,24786,2,NA,14187
2002161877C,27208,2,NA,14188
2002161877C,59182,NA,NA,14189
2002161877C,203261,2,NA,14190
2002161877C,90485,2,NA,14191
2002161877C,17656,NA,NA,14192
2002161877C,20431,2,NA,14193
2002161877C,68315,NA,NA,14194
2002161877C,261969,NA,NA,14195
346638A,22127,NA,NA,14196
346638A,88939,NA,NA,14197
1378704E,15779,NA,NA,14198
2001294860C,298098,2,NA,14199
2001294860C,92016,2,NA,14200
2001294860C,229821,2,NA,14201
2001294860C,135455,2,NA,14202
2001294860C,441205,2,NA,14203
1651118B,532078,NA,NA,14204
83577D,396120,NA,NA,14205
83577D,64399,2,NA,14206
2001417618A,56694,NA,NA,14207
10442352B,346276,2,NA,14208
2001111442D,138173,2,NA,14209
2001884344E,84516,2,NA,14210
2248896E,10125,2,NA,14211
2248896E,1746,NA,NA,14212
2248896E,22719,2,NA,14213
16856E,9004,NA,NA,14214
1970770D,219125,NA,NA,14215
291296E,21013,NA,NA,14216
200473C,311600,NA,NA,14217
1733530B,89204,NA,NA,14218
161933B,29301,NA,NA,14219
1432309E,42877,NA,NA,14220
1432309E,29002,NA,NA,14221
377694D,162509,2,NA,14222
133716E,118824,2,NA,14223
326985D,358919,2,NA,14224
887671E,133308,2,NA,14225
2002143683A,42292,NA,NA,14226
2002143683A,44729,2,NA,14227
2002143683A,37336,2,NA,14228
2002143683A,241662,NA,NA,14229
2002143683A,73440,2,NA,14230
2002152768A,146215,2,NA,14231
2002152768A,222156,2,NA,14232
2002152768A,352153,2,NA,14233
2002152768A,69253,NA,NA,14234
2002729829A,43990,NA,NA,14235
2001286612E,241181,2,NA,14236
283068A,469964,NA,NA,14237
2002821389E,127581,2,NA,14238
101436C,205263,NA,NA,14239
101436C,137630,2,NA,14240
101436C,26205,NA,NA,14241
101436C,4423,2,NA,14242
740814B,14081,2,NA,14243
2910889C,121066,NA,NA,14244
2910889C,41833,NA,NA,14245
2001316552A,34602,NA,NA,14246
2002358864A,61800,NA,NA,14247
2002358864A,84286,NA,NA,14248
2001448442B,63528,2,NA,14249
2001448442B,63138,2,NA,14250
2002199468D,144748,NA,NA,14251
87375B,32548,NA,NA,14252
2001217901B,87187,2,NA,14253
2002545172A,46752,2,NA,14254
2002545172A,122481,2,NA,14255
2002591527D,64521,2,NA,14256
1425120D,390665,2,NA,14257
1802642699A,25809,NA,NA,14258
161522D,79132,2,NA,14259
2000524772C,37336,2,NA,14260
2000524772C,206263,2,NA,14261
1481911B,415600,2,NA,14262
1481911B,261623,2,NA,14263
1481911B,228483,2,NA,14264
1481911B,150460,NA,NA,14265
1481911B,410215,2,NA,14266
1481911B,414575,NA,NA,14267
1481911B,301740,2,NA,14268
1481911B,218474,NA,NA,14269
1481911B,69382,2,NA,14270
1481911B,135656,NA,NA,14271
1481911B,373346,2,NA,14272
1481911B,294481,NA,NA,14273
1481911B,374436,2,NA,14274
1481911B,503558,2,NA,14275
1481911B,373245,2,NA,14276
1481911B,262724,NA,NA,14277
1481911B,259644,2,NA,14278
1481911B,138385,2,NA,14279
1481911B,23605,2,NA,14280
1481911B,362360,2,NA,14281
1481911B,172635,2,NA,14282
1481911B,269980,2,NA,14283
1481911B,17227,2,NA,14284
1481911B,236274,NA,NA,14285
1481911B,124210,2,NA,14286
1481911B,366921,NA,NA,14287
1481911B,336894,NA,NA,14288
1481911B,513680,NA,NA,14289
1481911B,213669,NA,NA,14290
1481911B,428039,2,NA,14291
1481911B,324626,2,NA,14292
1481911B,26168,2,NA,14293
1481911B,424183,NA,NA,14294
1481911B,504282,2,NA,14295
1481911B,224432,2,NA,14296
1481911B,424480,2,NA,14297
1481911B,283034,2,NA,14298
1481911B,286379,NA,NA,14299
1481911B,373052,2,NA,14300
1481911B,412565,NA,NA,14301
1481911B,12650,2,NA,14302
1481911B,318925,NA,NA,14303
1481911B,207929,NA,NA,14304
1481911B,192150,NA,NA,14305
1481911B,408980,NA,NA,14306
1481911B,204647,NA,NA,14307
1481911B,303968,NA,NA,14308
937970D,47041,NA,NA,14309
269210D,469154,NA,NA,14310
2002223044D,118325,NA,NA,14311
1909035C,30369,2,NA,14312
1909035C,69271,2,NA,14313
1909035C,113529,NA,NA,14314
2002249761A,43908,2,NA,14315
1800170829E,88812,2,NA,14316
2001377256A,150220,2,NA,14317
277838C,209214,2,NA,14318
1439368A,286536,NA,NA,14319
2001953140E,111777,2,NA,14320
2001523186D,10053,2,NA,14321
153847E,63071,2,NA,14322
852154C,276487,NA,NA,14323
2000418861D,37968,2,NA,14324
2000418861D,112398,NA,NA,14325
2000418861D,82917,NA,NA,14326
2000418861D,80465,2,NA,14327
2000418861D,37999,2,NA,14328
2000418861D,117395,2,NA,14329
2000418861D,80645,NA,NA,14330
2000418861D,28546,NA,NA,14331
898009B,106970,2,NA,14332
2001387957D,26181,NA,NA,14333
2267528C,29301,2,NA,14334
1604482A,10543,NA,NA,14335
1604482A,89177,NA,NA,14336
1604482A,11593,NA,NA,14337
1604482A,238765,2,NA,14338
1604482A,156202,NA,NA,14339
1604482A,17178,2,NA,14340
231233E,4892,NA,NA,14341
231233E,423314,2,NA,14342
231233E,325042,2,NA,14343
231233E,102617,NA,NA,14344
231233E,135630,2,NA,14345
231233E,53878,2,NA,14346
631376A,180770,NA,NA,14347
2000670195C,109716,2,NA,14348
2000670195C,59573,NA,NA,14349
114281B,360925,NA,NA,14350
2000321915E,20600,NA,NA,14351
2000321915E,17178,NA,NA,14352
1293547A,26370,2,NA,14353
302369D,235329,2,NA,14354
119915B,306160,2,NA,14355
119915B,131824,2,NA,14356
119915B,276121,2,NA,14357
2416304C,52892,NA,NA,14358
2001747882A,37001,2,NA,14359
3810A,396721,2,NA,14360
2002063812D,18888,2,NA,14361
2002063812D,24659,2,NA,14362
2002741349B,397754,2,NA,14363
2001641834B,14379,NA,NA,14364
2002759672A,89218,NA,NA,14365
2001918233D,16884,2,NA,14366
2001918233D,13181,2,NA,14367
2001918233D,43292,2,NA,14368
2001918233D,15031,2,NA,14369
2001918233D,12174,2,NA,14370
2001918233D,37996,NA,NA,14371
2001918233D,9386,2,NA,14372
2001918233D,39864,NA,NA,14373
2001918233D,227645,NA,NA,14374
2001918233D,7798,2,NA,14375
2001918233D,10209,NA,NA,14376
2001918233D,40879,NA,NA,14377
1444323A,203327,2,NA,14378
1444323A,351669,2,NA,14379
1444323A,219839,NA,NA,14380
1444323A,26487,NA,NA,14381
2379442C,234344,2,NA,14382
52087D,111242,2,NA,14383
52087D,43826,2,NA,14384
2000674711C,57131,2,NA,14385
2000674711C,28141,NA,NA,14386
1166096E,51199,NA,NA,14387
114356D,67256,NA,NA,14388
496806E,227275,NA,NA,14389
1226120C,104869,2,NA,14390
1775860C,437559,NA,NA,14391
275903B,320546,2,NA,14392
2001690813C,32116,2,NA,14393
604867B,404068,NA,NA,14394
159544B,46877,NA,NA,14395
945628C,468867,2,NA,14396
171679A,186256,2,NA,14397
171679A,117892,2,NA,14398
796157C,193769,2,NA,14399
30168D,436328,NA,NA,14400
2002480048C,30134,2,NA,14401
2002480048C,22164,2,NA,14402
791871E,84221,NA,NA,14403
791871E,57390,NA,NA,14404
791871E,35132,NA,NA,14405
2001228772C,159692,2,NA,14406
2001228772C,100188,NA,NA,14407
2001366750B,43037,2,NA,14408
1883492A,8494,NA,NA,14409
2002287637B,35813,2,NA,14410
2002895391E,39945,2,NA,14411
2001910499A,178917,2,NA,14412
101282B,90279,2,NA,14413
55748B,32204,2,NA,14414
2000348357A,314270,2,NA,14415
1803430383C,128069,NA,NA,14416
10801783D,2768,2,NA,14417
520277E,120426,NA,NA,14418
695581D,430587,2,NA,14419
2002291849C,121676,2,NA,14420
2002291849C,57335,2,NA,14421
2002291849C,29679,NA,NA,14422
2002291849C,97381,2,NA,14423
2002291849C,38569,NA,NA,14424
2002291849C,37929,NA,NA,14425
2002291849C,1133,NA,NA,14426
2002291849C,17917,2,NA,14427
2002291849C,181770,NA,NA,14428
2002291849C,20549,NA,NA,14429
2002291849C,58309,2,NA,14430
2002291849C,238914,NA,NA,14431
2002291849C,80637,NA,NA,14432
2002291849C,171639,NA,NA,14433
2002291849C,79703,2,NA,14434
2002291849C,12488,2,NA,14435
2002291849C,21896,2,NA,14436
2002291849C,49896,2,NA,14437
2002291849C,148740,2,NA,14438
2002291849C,58823,2,NA,14439
2002291849C,152026,NA,NA,14440
2002291849C,89204,NA,NA,14441
2002291849C,213703,2,NA,14442
2002291849C,35813,2,NA,14443
2002291849C,84975,NA,NA,14444
2002291849C,33101,NA,NA,14445
2002291849C,3161,2,NA,14446
2002291849C,148513,2,NA,14447
2002291849C,12967,2,NA,14448
2002291849C,99423,2,NA,14449
2002291849C,160148,2,NA,14450
2002291849C,46003,NA,NA,14451
2002291849C,64138,2,NA,14452
2002291849C,104860,2,NA,14453
2002291849C,60733,NA,NA,14454
2002291849C,190639,2,NA,14455
2002291849C,116091,2,NA,14456
2002291849C,145941,NA,NA,14457
2002291849C,66315,NA,NA,14458
2002291849C,142210,2,NA,14459
2002150854B,140166,NA,NA,14460
2002150854B,293376,2,NA,14461
88717E,187373,NA,NA,14462
88717E,15340,2,NA,14463
88717E,132173,2,NA,14464
2002114796A,113720,2,NA,14465
2001404449B,119912,2,NA,14466
1803575129C,7220,2,NA,14467
346662A,7507,2,NA,14468
800057C,410389,NA,NA,14469
550876C,102151,NA,NA,14470
550876C,189571,2,NA,14471
550876C,13492,2,NA,14472
2001428550B,160847,NA,NA,14473
178264B,76478,2,NA,14474
2000755621E,135850,NA,NA,14475
2000755621E,80118,2,NA,14476
764278A,16666,NA,NA,14477
1386484B,256294,NA,NA,14478
930891E,106395,NA,NA,14479
72324E,268120,2,NA,14480
512534C,66738,2,NA,14481
918870B,11386,2,NA,14482
211415A,133436,2,NA,14483
1468548D,278543,NA,NA,14484
1468548D,209870,2,NA,14485
1468548D,174070,2,NA,14486
1468548D,332790,NA,NA,14487
1468548D,271217,2,NA,14488
1468548D,237406,2,NA,14489
1468548D,325289,2,NA,14490
1468548D,285456,NA,NA,14491
1468548D,148694,2,NA,14492
1468548D,247058,NA,NA,14493
1468548D,35115,NA,NA,14494
1468548D,257491,NA,NA,14495
1468548D,47038,2,NA,14496
1468548D,24520,NA,NA,14497
1468548D,329767,NA,NA,14498
1468548D,233168,2,NA,14499
1468548D,174555,2,NA,14500
1468548D,262726,2,NA,14501
1468548D,60820,NA,NA,14502
1468548D,300053,NA,NA,14503
1468548D,12361,2,NA,14504
1468548D,218390,2,NA,14505
1468548D,174386,2,NA,14506
1468548D,282839,2,NA,14507
1468548D,253227,NA,NA,14508
1468548D,334409,NA,NA,14509
1468548D,152032,NA,NA,14510
1468548D,304330,2,NA,14511
1468548D,323736,2,NA,14512
1468548D,8300,2,NA,14513
1468548D,97283,2,NA,14514
1468548D,284500,2,NA,14515
1468548D,241320,2,NA,14516
1468548D,52194,2,NA,14517
1468548D,251315,NA,NA,14518
1468548D,281010,NA,NA,14519
1468548D,62221,NA,NA,14520
1468548D,235845,2,NA,14521
1468548D,179721,2,NA,14522
1468548D,252049,NA,NA,14523
1468548D,246699,NA,NA,14524
1468548D,298951,NA,NA,14525
1468548D,289545,2,NA,14526
1468548D,150887,NA,NA,14527
1468548D,243789,2,NA,14528
1468548D,97444,2,NA,14529
1468548D,278459,2,NA,14530
1468548D,277342,2,NA,14531
1468548D,269889,NA,NA,14532
2028241D,165500,2,NA,14533
2000955595B,33919,NA,NA,14534
2000955595B,74724,2,NA,14535
2109819E,439212,NA,NA,14536
633663A,20431,2,NA,14537
2002225863B,116115,NA,NA,14538
2002225863B,58086,2,NA,14539
2002225863B,185064,NA,NA,14540
454770E,287636,2,NA,14541
454770E,149663,NA,NA,14542
454770E,289826,2,NA,14543
454770E,351892,NA,NA,14544
454770E,327869,NA,NA,14545
454770E,393377,2,NA,14546
454770E,196487,NA,NA,14547
454770E,250063,2,NA,14548
454770E,44833,2,NA,14549
454770E,52107,2,NA,14550
454770E,188131,NA,NA,14551
454770E,351967,NA,NA,14552
454770E,246146,2,NA,14553
454770E,287046,2,NA,14554
454770E,323548,NA,NA,14555
454770E,104264,NA,NA,14556
454770E,142104,2,NA,14557
454770E,304824,NA,NA,14558
454770E,48884,NA,NA,14559
454770E,313407,2,NA,14560
454770E,78814,NA,NA,14561
454770E,256276,2,NA,14562
454770E,304969,2,NA,14563
454770E,161236,NA,NA,14564
454770E,217459,2,NA,14565
454770E,101041,NA,NA,14566
454770E,271379,2,NA,14567
454770E,216866,2,NA,14568
454770E,107440,NA,NA,14569
454770E,340103,2,NA,14570
454770E,204473,NA,NA,14571
454770E,143371,NA,NA,14572
454770E,116849,2,NA,14573
454770E,337279,2,NA,14574
454770E,391064,2,NA,14575
454770E,308876,2,NA,14576
454770E,52623,NA,NA,14577
2001684843D,13285,NA,NA,14578
275909D,108105,2,NA,14579
275909D,251366,NA,NA,14580
275909D,272706,NA,NA,14581
2001569690C,92022,NA,NA,14582
846639D,143395,2,NA,14583
2001032641A,299690,2,NA,14584
2001032641A,367341,2,NA,14585
2001032641A,57413,NA,NA,14586
2001032641A,26110,2,NA,14587
2001032641A,3741,NA,NA,14588
2001032641A,120519,NA,NA,14589
2001032641A,42798,2,NA,14590
2001032641A,57629,2,NA,14591
2001032641A,8053,NA,NA,14592
2001032641A,26306,NA,NA,14593
2001032641A,191922,NA,NA,14594
2001032641A,286794,NA,NA,14595
2001032641A,292587,2,NA,14596
816466C,123473,2,NA,14597
2001872312A,65031,2,NA,14598
784097B,484562,NA,NA,14599
1803521300B,300011,NA,NA,14600
1265019E,381104,NA,NA,14601
1738055E,466261,2,NA,14602
282954A,289723,NA,NA,14603
2001113326D,39652,NA,NA,14604
858759E,5170,NA,NA,14605
2000349750B,133806,NA,NA,14606
43197A,66795,2,NA,14607
110859A,136702,2,NA,14608
2216624D,313315,2,NA,14609
2001251851D,50746,2,NA,14610
454783D,400661,NA,NA,14611
2002576942E,30818,2,NA,14612
